1	GO:0007186	G protein-coupled receptor signaling pat...	133	101	81.23	1	0.98725	0.00018	1	0.08208
2	GO:0071705	nitrogen compound transport	376	225	229.64	2	0.99806	0.00264	1	0.274577142857143
3	GO:0050793	regulation of developmental process	50	40	30.54	3	0.84664	0.00337	1	0.274577142857143
4	GO:0000724	double-strand break repair via homologou...	52	41	31.76	4	0.98658	0.00492	1	0.274577142857143
5	GO:0032989	cellular component morphogenesis	55	43	33.59	5	0.30908	0.00532	1	0.274577142857143
6	GO:0022414	reproductive process	71	54	43.36	6	0.8334	0.00541	1	0.274577142857143
7	GO:0065008	regulation of biological quality	310	199	189.33	7	0.94472	0.00637	1	0.274577142857143
8	GO:0006399	tRNA metabolic process	118	86	72.07	8	0.98169	0.00691	1	0.274577142857143
9	GO:0045786	negative regulation of cell cycle	54	42	32.98	9	0.9392	0.00693	1	0.274577142857143
10	GO:0007267	cell-cell signaling	149	108	91	10	0.92167	0.00741	1	0.274577142857143
11	GO:0051604	protein maturation	60	46	36.64	11	0.91694	0.00774	1	0.274577142857143
12	GO:0071702	organic substance transport	467	281	285.21	12	0.98221	0.00818	1	0.274577142857143
13	GO:0007154	cell communication	820	556	500.8	13	0.99855	0.0084	1	0.274577142857143
14	GO:0000904	cell morphogenesis involved in different...	50	39	30.54	14	0.50053	0.00843	1	0.274577142857143
15	GO:0006520	cellular amino acid metabolic process	131	84	80.01	15	0.94165	0.01099	1	0.334096
16	GO:0043085	positive regulation of catalytic activit...	92	67	56.19	16	0.54516	0.01183	1	0.337155
17	GO:0006302	double-strand break repair	80	64	48.86	17	0.96887	0.01411	1	0.3762
18	GO:0009968	negative regulation of signal transducti...	51	39	31.15	18	0.61632	0.01485	1	0.3762
19	GO:1901987	regulation of cell cycle phase transitio...	57	43	34.81	19	0.9359	0.01592	1	0.38208
20	GO:0006518	peptide metabolic process	341	220	208.26	20	0.93932	0.01693	1	0.386004
21	GO:0010629	negative regulation of gene expression	100	67	61.07	21	0.7176	0.02143	1	0.465337142857143
22	GO:0003008	system process	214	106	130.7	22	0.95713	0.02501	1	0.518389090909091
23	GO:0006928	movement of cell or subcellular componen...	206	131	125.81	23	0.28566	0.03014	1	0.575295483870968
24	GO:0051649	establishment of localization in cell	473	286	288.88	24	0.61276	0.03122	1	0.575295483870968
25	GO:0031175	neuron projection development	60	44	36.64	25	0.40651	0.03183	1	0.575295483870968
26	GO:0065009	regulation of molecular function	179	121	109.32	26	0.5381	0.0345	1	0.575295483870968
